Sqrt(A) (m),Rn,t (cm),Dmax (mm)
9,0.12,6,1.984
10,0.12,6,2.51
11,0.12,6,3.105
12,0.12,6,3.772
13,0.12,6,4.512
14,0.12,6,5.33
15,0.12,6,6.227
16,0.12,6,7.206
17,0.12,6,8.271
18,0.12,6,9.423
2,0.13,6,0.057
3,0.13,6,0.145
4,0.13,6,0.28
5,0.13,6,0.464
6,0.13,6,0.701
7,0.13,6,0.991
8,0.13,6,1.335
9,0.13,6,1.737
10,0.13,6,2.197
11,0.13,6,2.718
12,0.13,6,3.303
13,0.13,6,3.954
14,0.13,6,4.673
15,0.13,6,5.464
16,0.13,6,6.328
17,0.13,6,7.269
18,0.13,6,8.288
2,0.14,6,0.051
3,0.14,6,0.129
4,0.14,6,0.248
5,0.14,6,0.412
6,0.14,6,0.621
7,0.14,6,0.877
8,0.14,6,1.182
9,0.14,6,1.537
10,0.14,6,1.945
11,0.14,6,2.407
12,0.14,6,2.927
13,0.14,6,3.505
14,0.14,6,4.146
15,0.14,6,4.851
16,0.14,6,5.623
17,0.14,6,6.464
18,0.14,6,7.377
2,0.15,6,0.046
3,0.15,6,0.116
4,0.15,6,0.223
5,0.15,6,0.369
6,0.15,6,0.556
7,0.15,6,0.784
8,0.15,6,1.056
9,0.15,6,1.374
10,0.15,6,1.739
11,0.15,6,2.153
12,0.15,6,2.619
13,0.15,6,3.14
14,0.15,6,3.716
15,0.15,6,4.352
16,0.15,6,5.048
17,0.15,6,5.808
18,0.15,6,6.683
2,0.16,6,0.041
3,0.16,6,0.105
4,0.16,6,0.201
5,0.16,6,0.333
6,0.16,6,0.501
7,0.16,6,0.707
8,0.16,6,0.952
9,0.16,6,1.239
10,0.16,6,1.568
11,0.16,6,1.943
12,0.16,6,2.365
13,0.16,6,2.837
14,0.16,6,3.361
15,0.16,6,3.939
16,0.16,6,4.581
17,0.16,6,5.326
18,0.16,6,6.143
2,0.17,6,0.038
3,0.17,6,0.095
4,0.17,6,0.183
5,0.17,6,0.303
6,0.17,6,0.455
7,0.17,6,0.642
8,0.17,6,0.865
9,0.17,6,1.125
10,0.17,6,1.425
11,0.17,6,1.767
12,0.17,6,2.153
13,0.17,6,2.585
14,0.17,6,3.064
15,0.17,6,3.608
16,0.17,6,4.236
17,0.17,6,4.928
18,0.17,6,5.688
2,0.18,6,0.035
3,0.18,6,0.087
4,0.18,6,0.168
5,0.18,6,0.277
6,0.18,6,0.416
7,0.18,6,0.587
8,0.18,6,0.791
9,0.18,6,1.029
10,0.18,6,1.305
11,0.18,6,1.619
12,0.18,6,1.974
13,0.18,6,2.371
14,0.18,6,2.828
15,0.18,6,3.356
16,0.18,6,3.943
17,0.18,6,4.59
18,0.18,6,5.301
2,0.19,6,0.032
3,0.19,6,0.081
4,0.19,6,0.155
5,0.19,6,0.255
6,0.19,6,0.383
7,0.19,6,0.54
8,0.19,6,0.728
9,0.19,6,0.948
10,0.19,6,1.202
11,0.19,6,1.493
12,0.19,6,1.821
13,0.19,6,2.2
14,0.19,6,2.644
15,0.19,6,3.14
16,0.19,6,3.692
17,0.19,6,4.301
18,0.19,6,4.969
2,0.2,6,0.03
3,0.2,6,0.075
4,0.2,6,0.143
5,0.2,6,0.236
6,0.2,6,0.354
7,0.2,6,0.5
8,0.2,6,0.674
9,0.2,6,0.878
10,0.2,6,1.114
11,0.2,6,1.384
12,0.2,6,1.695
13,0.2,6,2.067
14,0.2,6,2.486
15,0.2,6,2.955
16,0.2,6,3.476
17,0.2,6,4.051
18,0.2,6,4.683
2,0.21,6,0.028
3,0.21,6,0.07
4,0.21,6,0.133
5,0.21,6,0.219
6,0.21,6,0.329
7,0.21,6,0.465
8,0.21,6,0.627
9,0.21,6,0.817
10,0.21,6,1.038
11,0.21,6,1.291
12,0.21,6,1.6
13,0.21,6,1.952
14,0.21,6,2.349
15,0.21,6,2.793
16,0.21,6,3.288
17,0.21,6,3.834
18,0.21,6,4.434
2,0.22,6,0.026
3,0.22,6,0.065
4,0.22,6,0.124
5,0.22,6,0.205
6,0.22,6,0.308
7,0.22,6,0.434
8,0.22,6,0.586
9,0.22,6,0.764
10,0.22,6,0.971
11,0.22,6,1.222
12,0.22,6,1.516
13,0.22,6,1.851
14,0.22,6,2.229
15,0.22,6,2.653
16,0.22,6,3.124
17,0.22,6,3.644
18,0.22,6,4.216
2,0.23,6,0.024
3,0.23,6,0.061
4,0.23,6,0.117
5,0.23,6,0.192
6,0.23,6,0.289
7,0.23,6,0.407
8,0.23,6,0.55
9,0.23,6,0.718
10,0.23,6,0.919
11,0.23,6,1.162
12,0.23,6,1.443
13,0.23,6,1.763
14,0.23,6,2.124
15,0.23,6,2.529
16,0.23,6,2.98
17,0.23,6,3.478
18,0.23,6,4.025
2,0.24,6,0.023
3,0.24,6,0.058
4,0.24,6,0.11
5,0.24,6,0.181
6,0.24,6,0.272
7,0.24,6,0.384
8,0.24,6,0.519
9,0.24,6,0.678
10,0.24,6,0.876
11,0.24,6,1.11
12,0.24,6,1.379
13,0.24,6,1.685
14,0.24,6,2.032
15,0.24,6,2.421
16,0.24,6,2.853
17,0.24,6,3.331
18,0.24,6,3.856
2,0.25,6,0.022
3,0.25,6,0.055
4,0.25,6,0.104
5,0.25,6,0.171
6,0.25,6,0.257
7,0.25,6,0.363
8,0.25,6,0.491
9,0.25,6,0.647
10,0.25,6,0.839
11,0.25,6,1.063
12,0.25,6,1.322
13,0.25,6,1.617
14,0.25,6,1.951
15,0.25,6,2.325
16,0.25,6,2.741
17,0.25,6,3.2
18,0.25,6,3.706
2,0.26,6,0.021
3,0.26,6,0.052
4,0.26,6,0.099
5,0.26,6,0.162
6,0.26,6,0.244
7,0.26,6,0.345
8,0.26,6,0.466
9,0.26,6,0.621
10,0.26,6,0.806
11,0.26,6,1.022
12,0.26,6,1.272
13,0.26,6,1.556
14,0.26,6,1.878
15,0.26,6,2.239
16,0.26,6,2.641
17,0.26,6,3.085
18,0.26,6,3.572
2,0.27,6,0.02
3,0.27,6,0.049
4,0.27,6,0.094
5,0.27,6,0.154
6,0.27,6,0.232
7,0.27,6,0.328
8,0.27,6,0.448
9,0.27,6,0.598
10,0.27,6,0.777
11,0.27,6,0.986
12,0.27,6,1.227
13,0.27,6,1.503
14,0.27,6,1.814
15,0.27,6,2.163
16,0.27,6,2.552
17,0.27,6,2.982
18,0.27,6,3.453
2,0.28,6,0.019
3,0.28,6,0.047
4,0.28,6,0.09
5,0.28,6,0.147
6,0.28,6,0.222
7,0.28,6,0.314
8,0.28,6,0.432
9,0.28,6,0.577
10,0.28,6,0.751
11,0.28,6,0.953
12,0.28,6,1.187
13,0.28,6,1.455
14,0.28,6,1.757
15,0.28,6,2.096
16,0.28,6,2.473
17,0.28,6,2.889
18,0.28,6,3.347
2,0.29,6,0.018
3,0.29,6,0.045
4,0.29,6,0.086
5,0.29,6,0.141
6,0.29,6,0.212
7,0.29,6,0.301
8,0.29,6,0.418
9,0.29,6,0.559
10,0.29,6,0.727
11,0.29,6,0.924
12,0.29,6,1.152
13,0.29,6,1.412
14,0.29,6,1.706
15,0.29,6,2.035
16,0.29,6,2.402
17,0.29,6,2.807
18,0.29,6,3.251
2,0.3,6,0.017
3,0.3,6,0.043
4,0.3,6,0.082
5,0.3,6,0.136
6,0.3,6,0.204
7,0.3,6,0.292
8,0.3,6,0.405
9,0.3,6,0.543
10,0.3,6,0.707
11,0.3,6,0.898
12,0.3,6,1.12
13,0.3,6,1.373
14,0.3,6,1.66
15,0.3,6,1.981
16,0.3,6,2.338
17,0.3,6,2.733
18,0.3,6,3.166
2,0.31,6,0.017
3,0.31,6,0.042
4,0.31,6,0.079
5,0.31,6,0.13
6,0.31,6,0.196
7,0.31,6,0.284
8,0.31,6,0.394
9,0.31,6,0.528
10,0.31,6,0.688
11,0.31,6,0.875
12,0.31,6,1.092
13,0.31,6,1.339
14,0.31,6,1.619
15,0.31,6,1.933
16,0.31,6,2.281
17,0.31,6,2.666
18,0.31,6,3.089
2,0.32,6,0.016
3,0.32,6,0.04
4,0.32,6,0.076
5,0.32,6,0.126
6,0.32,6,0.19
7,0.32,6,0.276
8,0.32,6,0.384
9,0.32,6,0.515
10,0.32,6,0.671
11,0.32,6,0.855
12,0.32,6,1.066
13,0.32,6,1.309
14,0.32,6,1.582
15,0.32,6,1.889
16,0.32,6,2.23
17,0.32,6,2.606
18,0.32,6,3.02
2,0.33,6,0.016
3,0.33,6,0.039
4,0.33,6,0.074
5,0.33,6,0.122
6,0.33,6,0.185
7,0.33,6,0.27
8,0.33,6,0.375
9,0.33,6,0.504
10,0.33,6,0.657
11,0.33,6,0.836
12,0.33,6,1.044
13,0.33,6,1.281
14,0.33,6,1.549
15,0.33,6,1.85
16,0.33,6,2.184
17,0.33,6,2.553
18,0.33,6,2.958
2,0.34,6,0.015
3,0.34,6,0.038
4,0.34,6,0.072
5,0.34,6,0.118
6,0.34,6,0.181
7,0.34,6,0.264
8,0.34,6,0.367
9,0.34,6,0.493
10,0.34,6,0.643
11,0.34,6,0.82
12,0.34,6,1.023
13,0.34,6,1.256
14,0.34,6,1.52
15,0.34,6,1.815
16,0.34,6,2.143
17,0.34,6,2.505
18,0.34,6,2.902
2,0.35,6,0.015
3,0.35,6,0.037
4,0.35,6,0.07
5,0.35,6,0.114
6,0.35,6,0.177
7,0.35,6,0.258
8,0.35,6,0.36
9,0.35,6,0.484
10,0.35,6,0.631
11,0.35,6,0.805
12,0.35,6,1.005
13,0.35,6,1.234
14,0.35,6,1.493
15,0.35,6,1.783
16,0.35,6,2.106
17,0.35,6,2.462
18,0.35,6,2.852
2,0.36,6,0.014
3,0.36,6,0.036
4,0.36,6,0.068
5,0.36,6,0.112
6,0.36,6,0.174
7,0.36,6,0.254
8,0.36,6,0.354
9,0.36,6,0.475
10,0.36,6,0.621
11,0.36,6,0.792
12,0.36,6,0.989
13,0.36,6,1.215
14,0.36,6,1.47
15,0.36,6,1.755
16,0.36,6,2.073
17,0.36,6,2.423
18,0.36,6,2.807
2,0.37,6,0.014
3,0.37,6,0.035
4,0.37,6,0.066
5,0.37,6,0.109
6,0.37,6,0.17
7,0.37,6,0.249
8,0.37,6,0.348
9,0.37,6,0.468
10,0.37,6,0.611
11,0.37,6,0.78
12,0.37,6,0.974
13,0.37,6,1.197
14,0.37,6,1.449
15,0.37,6,1.73
16,0.37,6,2.043
17,0.37,6,2.388
18,0.37,6,2.767
2,0.38,6,0.014
3,0.38,6,0.034
4,0.38,6,0.064
5,0.38,6,0.108
6,0.38,6,0.168
7,0.38,6,0.245
8,0.38,6,0.343
9,0.38,6,0.461
10,0.38,6,0.603
11,0.38,6,0.769
12,0.38,6,0.962
13,0.38,6,1.181
14,0.38,6,1.43
15,0.38,6,1.708
16,0.38,6,2.017
17,0.38,6,2.357
18,0.38,6,2.731
2,0.39,6,0.013
3,0.39,6,0.033
4,0.39,6,0.063
5,0.39,6,0.106
6,0.39,6,0.165
7,0.39,6,0.242
8,0.39,6,0.338
9,0.39,6,0.455
10,0.39,6,0.595
11,0.39,6,0.76
12,0.39,6,0.95
13,0.39,6,1.167
14,0.39,6,1.413
15,0.39,6,1.688
16,0.39,6,1.993
17,0.39,6,2.33
18,0.39,6,2.699
2,0.4,6,0.013
3,0.4,6,0.032
4,0.4,6,0.062
5,0.4,6,0.105
6,0.4,6,0.163
7,0.4,6,0.239
8,0.4,6,0.334
9,0.4,6,0.45
10,0.4,6,0.589
11,0.4,6,0.752
12,0.4,6,0.94
13,0.4,6,1.155
14,0.4,6,1.398
15,0.4,6,1.67
16,0.4,6,1.972
17,0.4,6,2.306
18,0.4,6,2.671
2,0.1,6.5,0.084
3,0.1,6.5,0.216
4,0.1,6.5,0.418
5,0.1,6.5,0.697
6,0.1,6.5,1.057
7,0.1,6.5,1.5
8,0.1,6.5,2.029
9,0.1,6.5,2.645
10,0.1,6.5,3.349
11,0.1,6.5,4.145
12,0.1,6.5,5.034
13,0.1,6.5,6.019
14,0.1,6.5,7.102
15,0.1,6.5,8.286
16,0.1,6.5,9.573
17,0.1,6.5,10.967
18,0.1,6.5,12.469
2,0.11,6.5,0.072
3,0.11,6.5,0.185
4,0.11,6.5,0.358
5,0.11,6.5,0.596
6,0.11,6.5,0.903
7,0.11,6.5,1.28
8,0.11,6.5,1.73
9,0.11,6.5,2.253
10,0.11,6.5,2.851
11,0.11,6.5,3.528
12,0.11,6.5,4.284
13,0.11,6.5,5.122
14,0.11,6.5,6.045
15,0.11,6.5,7.054
16,0.11,6.5,8.154
17,0.11,6.5,9.345
18,0.11,6.5,10.633
2,0.12,6.5,0.063
3,0.12,6.5,0.161
4,0.12,6.5,0.311
5,0.12,6.5,0.518
6,0.12,6.5,0.783
7,0.12,6.5,1.108
8,0.12,6.5,1.496
9,0.12,6.5,1.947
10,0.12,6.5,2.464
11,0.12,6.5,3.048
12,0.12,6.5,3.701
13,0.12,6.5,4.426
14,0.12,6.5,5.226
15,0.12,6.5,6.101
16,0.12,6.5,7.056
17,0.12,6.5,8.093
18,0.12,6.5,9.214
2,0.13,6.5,0.056
3,0.13,6.5,0.142
4,0.13,6.5,0.273
5,0.13,6.5,0.455
6,0.13,6.5,0.687
7,0.13,6.5,0.972
8,0.13,6.5,1.31
9,0.13,6.5,1.705
10,0.13,6.5,2.157
11,0.13,6.5,2.668
12,0.13,6.5,3.241
13,0.13,6.5,3.877
14,0.13,6.5,4.579
15,0.13,6.5,5.349
16,0.13,6.5,6.191
17,0.13,6.5,7.105
18,0.13,6.5,8.095
2,0.14,6.5,0.05
3,0.14,6.5,0.126
4,0.14,6.5,0.243
5,0.14,6.5,0.403
6,0.14,6.5,0.609
7,0.14,6.5,0.861
8,0.14,6.5,1.16
9,0.14,6.5,1.509
10,0.14,6.5,1.909
11,0.14,6.5,2.362
12,0.14,6.5,2.87
13,0.14,6.5,3.435
14,0.14,6.5,4.059
15,0.14,6.5,4.745
16,0.14,6.5,5.495
17,0.14,6.5,6.312
18,0.14,6.5,7.197
2,0.15,6.5,0.045
3,0.15,6.5,0.113
4,0.15,6.5,0.218
5,0.15,6.5,0.361
6,0.15,6.5,0.545
7,0.15,6.5,0.77
8,0.15,6.5,1.037
9,0.15,6.5,1.349
10,0.15,6.5,1.706
11,0.15,6.5,2.112
12,0.15,6.5,2.567
13,0.15,6.5,3.074
14,0.15,6.5,3.635
15,0.15,6.5,4.253
16,0.15,6.5,4.929
17,0.15,6.5,5.665
18,0.15,6.5,6.464
2,0.16,6.5,0.04
3,0.16,6.5,0.102
4,0.16,6.5,0.197
5,0.16,6.5,0.326
6,0.16,6.5,0.492
7,0.16,6.5,0.694
8,0.16,6.5,0.935
9,0.16,6.5,1.216
10,0.16,6.5,1.538
11,0.16,6.5,1.905
12,0.16,6.5,2.316
13,0.16,6.5,2.776
14,0.16,6.5,3.285
15,0.16,6.5,3.846
16,0.16,6.5,4.46
17,0.16,6.5,5.131
18,0.16,6.5,5.905
2,0.17,6.5,0.037
3,0.17,6.5,0.093
4,0.17,6.5,0.179
5,0.17,6.5,0.297
6,0.17,6.5,0.447
7,0.17,6.5,0.63
8,0.17,6.5,0.849
9,0.17,6.5,1.104
10,0.17,6.5,1.398
11,0.17,6.5,1.731
12,0.17,6.5,2.107
13,0.17,6.5,2.527
14,0.17,6.5,2.992
15,0.17,6.5,3.506
16,0.17,6.5,4.075
17,0.17,6.5,4.737
18,0.17,6.5,5.462
2,0.18,6.5,0.034
3,0.18,6.5,0.085
4,0.18,6.5,0.164
5,0.18,6.5,0.272
6,0.18,6.5,0.409
7,0.18,6.5,0.576
8,0.18,6.5,0.776
9,0.18,6.5,1.01
10,0.18,6.5,1.279
11,0.18,6.5,1.585
12,0.18,6.5,1.93
13,0.18,6.5,2.316
14,0.18,6.5,2.745
15,0.18,6.5,3.229
16,0.18,6.5,3.79
17,0.18,6.5,4.408
18,0.18,6.5,5.086
2,0.19,6.5,0.031
3,0.19,6.5,0.079
4,0.19,6.5,0.151
5,0.19,6.5,0.25
6,0.19,6.5,0.376
7,0.19,6.5,0.53
8,0.19,6.5,0.714
9,0.19,6.5,0.929
10,0.19,6.5,1.178
11,0.19,6.5,1.461
12,0.19,6.5,1.78
13,0.19,6.5,2.137
14,0.19,6.5,2.545
15,0.19,6.5,3.019
16,0.19,6.5,3.545
17,0.19,6.5,4.126
18,0.19,6.5,4.764
2,0.2,6.5,0.029
3,0.2,6.5,0.073
4,0.2,6.5,0.14
5,0.2,6.5,0.231
6,0.2,6.5,0.348
7,0.2,6.5,0.49
8,0.2,6.5,0.661
9,0.2,6.5,0.86
10,0.2,6.5,1.091
11,0.2,6.5,1.354
12,0.2,6.5,1.651
13,0.2,6.5,1.99
14,0.2,6.5,2.39
15,0.2,6.5,2.838
16,0.2,6.5,3.335
17,0.2,6.5,3.884
18,0.2,6.5,4.487
2,0.21,6.5,0.027
3,0.21,6.5,0.068
4,0.21,6.5,0.131
5,0.21,6.5,0.215
6,0.21,6.5,0.323
7,0.21,6.5,0.456
8,0.21,6.5,0.615
9,0.21,6.5,0.801
10,0.21,6.5,1.015
11,0.21,6.5,1.261
12,0.21,6.5,1.541
13,0.21,6.5,1.877
14,0.21,6.5,2.257
15,0.21,6.5,2.681
16,0.21,6.5,3.153
17,0.21,6.5,3.674
18,0.21,6.5,4.246
2,0.22,6.5,0.025
3,0.22,6.5,0.064
4,0.22,6.5,0.122
5,0.22,6.5,0.201
6,0.22,6.5,0.302
7,0.22,6.5,0.426
8,0.22,6.5,0.574
9,0.22,6.5,0.748
10,0.22,6.5,0.95
11,0.22,6.5,1.181
12,0.22,6.5,1.459
13,0.22,6.5,1.779
14,0.22,6.5,2.14
15,0.22,6.5,2.544
16,0.22,6.5,2.994
17,0.22,6.5,3.49
18,0.22,6.5,4.035
2,0.23,6.5,0.024
3,0.23,6.5,0.06
4,0.23,6.5,0.115
5,0.23,6.5,0.189
6,0.23,6.5,0.283
7,0.23,6.5,0.4
8,0.23,6.5,0.539
9,0.23,6.5,0.703
10,0.23,6.5,0.893
11,0.23,6.5,1.119
12,0.23,6.5,1.388
13,0.23,6.5,1.693
14,0.23,6.5,2.038
15,0.23,6.5,2.425
16,0.23,6.5,2.854
17,0.23,6.5,3.329
18,0.23,6.5,3.85
2,0.24,6.5,0.022
3,0.24,6.5,0.057
4,0.24,6.5,0.108
5,0.24,6.5,0.178
6,0.24,6.5,0.267
7,0.24,6.5,0.377
8,0.24,6.5,0.508
9,0.24,6.5,0.663
10,0.24,6.5,0.845
11,0.24,6.5,1.068
12,0.24,6.5,1.325
13,0.24,6.5,1.618
14,0.24,6.5,1.949
15,0.24,6.5,2.319
16,0.24,6.5,2.731
17,0.24,6.5,3.187
18,0.24,6.5,3.687
2,0.25,6.5,0.021
3,0.25,6.5,0.054
4,0.25,6.5,0.102
5,0.25,6.5,0.168
6,0.25,6.5,0.252
7,0.25,6.5,0.356
8,0.25,6.5,0.481
9,0.25,6.5,0.628
10,0.25,6.5,0.808
11,0.25,6.5,1.022
12,0.25,6.5,1.27
13,0.25,6.5,1.551
14,0.25,6.5,1.87
15,0.25,6.5,2.226
16,0.25,6.5,2.623
17,0.25,6.5,3.061
18,0.25,6.5,3.542
2,0.26,6.5,0.02
3,0.26,6.5,0.051
4,0.26,6.5,0.097
5,0.26,6.5,0.159
6,0.26,6.5,0.239
7,0.26,6.5,0.338
8,0.26,6.5,0.456
9,0.26,6.5,0.599
10,0.26,6.5,0.776
11,0.26,6.5,0.982
12,0.26,6.5,1.221
13,0.26,6.5,1.492
14,0.26,6.5,1.799
15,0.26,6.5,2.143
16,0.26,6.5,2.526
17,0.26,6.5,2.949
18,0.26,6.5,3.414
2,0.27,6.5,0.019
3,0.27,6.5,0.048
4,0.27,6.5,0.092
5,0.27,6.5,0.152
6,0.27,6.5,0.228
7,0.27,6.5,0.322
8,0.27,6.5,0.435
9,0.27,6.5,0.576
10,0.27,6.5,0.747
11,0.27,6.5,0.947
12,0.27,6.5,1.177
13,0.27,6.5,1.44
14,0.27,6.5,1.737
15,0.27,6.5,2.07
16,0.27,6.5,2.44
17,0.27,6.5,2.85
18,0.27,6.5,3.3
2,0.28,6.5,0.018
3,0.28,6.5,0.046
4,0.28,6.5,0.088
5,0.28,6.5,0.145
6,0.28,6.5,0.217
7,0.28,6.5,0.307
8,0.28,6.5,0.417
9,0.28,6.5,0.556
10,0.28,6.5,0.722
11,0.28,6.5,0.915
12,0.28,6.5,1.138
13,0.28,6.5,1.393
14,0.28,6.5,1.682
15,0.28,6.5,2.005
16,0.28,6.5,2.364
17,0.28,6.5,2.761
18,0.28,6.5,3.197
2,0.29,6.5,0.018
3,0.29,6.5,0.044
4,0.29,6.5,0.084
5,0.29,6.5,0.139
6,0.29,6.5,0.208
7,0.29,6.5,0.294
8,0.29,6.5,0.403
9,0.29,6.5,0.538
10,0.29,6.5,0.699
11,0.29,6.5,0.887
12,0.29,6.5,1.104
13,0.29,6.5,1.352
14,0.29,6.5,1.632
15,0.29,6.5,1.946
16,0.29,6.5,2.296
17,0.29,6.5,2.681
18,0.29,6.5,3.106
2,0.3,6.5,0.017
3,0.3,6.5,0.043
4,0.3,6.5,0.081
5,0.3,6.5,0.133
6,0.3,6.5,0.2
7,0.3,6.5,0.283
8,0.3,6.5,0.391
9,0.3,6.5,0.522
10,0.3,6.5,0.679
11,0.3,6.5,0.862
12,0.3,6.5,1.073
13,0.3,6.5,1.315
14,0.3,6.5,1.588
15,0.3,6.5,1.894
16,0.3,6.5,2.234
17,0.3,6.5,2.61
18,0.3,6.5,3.024
2,0.31,6.5,0.016
3,0.31,6.5,0.041
4,0.31,6.5,0.078
5,0.31,6.5,0.128
6,0.31,6.5,0.192
7,0.31,6.5,0.274
8,0.31,6.5,0.38
9,0.31,6.5,0.508
10,0.31,6.5,0.66
11,0.31,6.5,0.839
12,0.31,6.5,1.046
13,0.31,6.5,1.281
14,0.31,6.5,1.548
15,0.31,6.5,1.847
16,0.31,6.5,2.179
17,0.31,6.5,2.547
18,0.31,6.5,2.95
2,0.32,6.5,0.016
3,0.32,6.5,0.04
4,0.32,6.5,0.075
5,0.32,6.5,0.123
6,0.32,6.5,0.186
7,0.32,6.5,0.267
8,0.32,6.5,0.37
9,0.32,6.5,0.495
10,0.32,6.5,0.644
11,0.32,6.5,0.819
12,0.32,6.5,1.021
13,0.32,6.5,1.252
14,0.32,6.5,1.513
15,0.32,6.5,1.805
16,0.32,6.5,2.13
17,0.32,6.5,2.49
18,0.32,6.5,2.884
2,0.33,6.5,0.015
3,0.33,6.5,0.038
4,0.33,6.5,0.073
5,0.33,6.5,0.119
6,0.33,6.5,0.18
7,0.33,6.5,0.26
8,0.33,6.5,0.361
9,0.33,6.5,0.484
10,0.33,6.5,0.63
11,0.33,6.5,0.801
12,0.33,6.5,0.999
13,0.33,6.5,1.225
14,0.33,6.5,1.481
15,0.33,6.5,1.767
16,0.33,6.5,2.086
17,0.33,6.5,2.438
18,0.33,6.5,2.825
2,0.34,6.5,0.015
3,0.34,6.5,0.037
4,0.34,6.5,0.07
5,0.34,6.5,0.116
6,0.34,6.5,0.175
7,0.34,6.5,0.254
8,0.34,6.5,0.353
9,0.34,6.5,0.473
10,0.34,6.5,0.617
11,0.34,6.5,0.785
12,0.34,6.5,0.979
13,0.34,6.5,1.201
14,0.34,6.5,1.452
15,0.34,6.5,1.734
16,0.34,6.5,2.047
17,0.34,6.5,2.392
18,0.34,6.5,2.771
2,0.35,6.5,0.014
3,0.35,6.5,0.036
4,0.35,6.5,0.068
5,0.35,6.5,0.112
6,0.35,6.5,0.171
7,0.35,6.5,0.249
8,0.35,6.5,0.346
9,0.35,6.5,0.464
10,0.35,6.5,0.605
11,0.35,6.5,0.77
12,0.35,6.5,0.961
13,0.35,6.5,1.18
14,0.35,6.5,1.427
15,0.35,6.5,1.703
16,0.35,6.5,2.011
17,0.35,6.5,2.351
18,0.35,6.5,2.724
2,0.36,6.5,0.014
3,0.36,6.5,0.035
4,0.36,6.5,0.066
5,0.36,6.5,0.109
6,0.36,6.5,0.168
7,0.36,6.5,0.244
8,0.36,6.5,0.34
9,0.36,6.5,0.456
10,0.36,6.5,0.595
11,0.36,6.5,0.757
12,0.36,6.5,0.946
13,0.36,6.5,1.161
14,0.36,6.5,1.404
15,0.36,6.5,1.676
16,0.36,6.5,1.979
17,0.36,6.5,2.314
18,0.36,6.5,2.681
2,0.37,6.5,0.014
3,0.37,6.5,0.034
4,0.37,6.5,0.065
5,0.37,6.5,0.106
6,0.37,6.5,0.165
7,0.37,6.5,0.24
8,0.37,6.5,0.334
9,0.37,6.5,0.449
10,0.37,6.5,0.585
11,0.37,6.5,0.746
12,0.37,6.5,0.932
13,0.37,6.5,1.144
14,0.37,6.5,1.384
15,0.37,6.5,1.652
16,0.37,6.5,1.951
17,0.37,6.5,2.281
18,0.37,6.5,2.642
2,0.38,6.5,0.013
3,0.38,6.5,0.033
4,0.38,6.5,0.063
5,0.38,6.5,0.104
6,0.38,6.5,0.162
7,0.38,6.5,0.236
8,0.38,6.5,0.329
9,0.38,6.5,0.442
10,0.38,6.5,0.577
11,0.38,6.5,0.736
12,0.38,6.5,0.919
13,0.38,6.5,1.129
14,0.38,6.5,1.365
15,0.38,6.5,1.631
16,0.38,6.5,1.926
17,0.38,6.5,2.251
18,0.38,6.5,2.608
2,0.39,6.5,0.013
3,0.39,6.5,0.033
4,0.39,6.5,0.062
5,0.39,6.5,0.103
6,0.39,6.5,0.159
7,0.39,6.5,0.233
8,0.39,6.5,0.325
9,0.39,6.5,0.436
10,0.39,6.5,0.57
11,0.39,6.5,0.727
12,0.39,6.5,0.908
13,0.39,6.5,1.115
14,0.39,6.5,1.349
15,0.39,6.5,1.612
16,0.39,6.5,1.903
17,0.39,6.5,2.225
18,0.39,6.5,2.578
2,0.4,6.5,0.013
3,0.4,6.5,0.032
4,0.4,6.5,0.061
5,0.4,6.5,0.101
6,0.4,6.5,0.157
7,0.4,6.5,0.23
8,0.4,6.5,0.321
9,0.4,6.5,0.431
10,0.4,6.5,0.563
11,0.4,6.5,0.718
12,0.4,6.5,0.898
13,0.4,6.5,1.103
14,0.4,6.5,1.335
15,0.4,6.5,1.595
16,0.4,6.5,1.884
17,0.4,6.5,2.202
18,0.4,6.5,2.551
2,0.1,7,0.081
3,0.1,7,0.211
4,0.1,7,0.409
5,0.1,7,0.683
6,0.1,7,1.036
7,0.1,7,1.471
8,0.1,7,1.991
9,0.1,7,2.596
10,0.1,7,3.29
11,0.1,7,4.073
12,0.1,7,4.948
13,0.1,7,5.917
14,0.1,7,6.981
15,0.1,7,8.143
16,0.1,7,9.406
17,0.1,7,10.772
18,0.1,7,12.244
2,0.11,7,0.07
3,0.11,7,0.181
4,0.11,7,0.35
5,0.11,7,0.584
6,0.11,7,0.885
7,0.11,7,1.256
8,0.11,7,1.698
9,0.11,7,2.213
10,0.11,7,2.802
11,0.11,7,3.467
12,0.11,7,4.211
13,0.11,7,5.034
14,0.11,7,5.94
15,0.11,7,6.93
16,0.11,7,8.008
17,0.11,7,9.174
18,0.11,7,10.432
2,0.12,7,0.061
3,0.12,7,0.157
4,0.12,7,0.304
5,0.12,7,0.507
6,0.12,7,0.768
7,0.12,7,1.088
8,0.12,7,1.469
9,0.12,7,1.913
10,0.12,7,2.422
11,0.12,7,2.996
12,0.12,7,3.638
13,0.12,7,4.35
14,0.12,7,5.134
15,0.12,7,5.991
16,0.12,7,6.926
17,0.12,7,7.938
18,0.12,7,9.033
2,0.13,7,0.054
3,0.13,7,0.138
4,0.13,7,0.268
5,0.13,7,0.445
6,0.13,7,0.674
7,0.13,7,0.954
8,0.13,7,1.287
9,0.13,7,1.676
10,0.13,7,2.12
11,0.13,7,2.622
12,0.13,7,3.185
13,0.13,7,3.808
