Sqrt(A) (m),Rn,t (cm),Dmax (mm)
3,0.15,8,0.097
4,0.15,8,0.185
5,0.15,8,0.305
6,0.15,8,0.456
7,0.15,8,0.639
8,0.15,8,0.854
9,0.15,8,1.109
10,0.15,8,1.412
11,0.15,8,1.759
12,0.15,8,2.151
13,0.15,8,2.592
14,0.15,8,3.083
15,0.15,8,3.627
16,0.15,8,4.225
17,0.15,8,4.88
18,0.15,8,5.595
2,0.16,8,0.035
3,0.16,8,0.088
4,0.16,8,0.167
5,0.16,8,0.275
6,0.16,8,0.411
7,0.16,8,0.575
8,0.16,8,0.768
9,0.16,8,1.005
10,0.16,8,1.281
11,0.16,8,1.597
12,0.16,8,1.955
13,0.16,8,2.358
14,0.16,8,2.807
15,0.16,8,3.305
16,0.16,8,3.853
17,0.16,8,4.454
18,0.16,8,5.11
2,0.17,8,0.032
3,0.17,8,0.08
4,0.17,8,0.152
5,0.17,8,0.25
6,0.17,8,0.373
7,0.17,8,0.521
8,0.17,8,0.701
9,0.17,8,0.919
10,0.17,8,1.172
11,0.17,8,1.462
12,0.17,8,1.792
13,0.17,8,2.162
14,0.17,8,2.576
15,0.17,8,3.035
16,0.17,8,3.541
17,0.17,8,4.097
18,0.17,8,4.703
2,0.18,8,0.029
3,0.18,8,0.073
4,0.18,8,0.139
5,0.18,8,0.228
6,0.18,8,0.341
7,0.18,8,0.476
8,0.18,8,0.645
9,0.18,8,0.846
10,0.18,8,1.079
11,0.18,8,1.348
12,0.18,8,1.653
13,0.18,8,1.996
14,0.18,8,2.38
15,0.18,8,2.807
16,0.18,8,3.277
17,0.18,8,3.794
18,0.18,8,4.359
2,0.19,8,0.027
3,0.19,8,0.068
4,0.19,8,0.128
5,0.19,8,0.21
6,0.19,8,0.313
7,0.19,8,0.44
8,0.19,8,0.597
9,0.19,8,0.783
10,0.19,8,1.001
11,0.19,8,1.25
12,0.19,8,1.535
13,0.19,8,1.855
14,0.19,8,2.213
15,0.19,8,2.612
16,0.19,8,3.052
17,0.19,8,3.536
18,0.19,8,4.065
2,0.2,8,0.025
3,0.2,8,0.063
4,0.2,8,0.119
5,0.2,8,0.194
6,0.2,8,0.289
7,0.2,8,0.409
8,0.2,8,0.556
9,0.2,8,0.73
10,0.2,8,0.933
11,0.2,8,1.167
12,0.2,8,1.433
13,0.2,8,1.733
14,0.2,8,2.07
15,0.2,8,2.444
16,0.2,8,2.858
17,0.2,8,3.314
18,0.2,8,3.813
2,0.21,8,0.023
3,0.21,8,0.058
4,0.21,8,0.111
5,0.21,8,0.181
6,0.21,8,0.269
7,0.21,8,0.382
8,0.21,8,0.52
9,0.21,8,0.683
10,0.21,8,0.874
11,0.21,8,1.094
12,0.21,8,1.345
13,0.21,8,1.628
14,0.21,8,1.946
15,0.21,8,2.299
16,0.21,8,2.691
17,0.21,8,3.122
18,0.21,8,3.594
2,0.22,8,0.022
3,0.22,8,0.055
4,0.22,8,0.103
5,0.22,8,0.169
6,0.22,8,0.252
7,0.22,8,0.359
8,0.22,8,0.489
9,0.22,8,0.643
10,0.22,8,0.823
11,0.22,8,1.031
12,0.22,8,1.268
13,0.22,8,1.537
14,0.22,8,1.838
15,0.22,8,2.173
16,0.22,8,2.545
17,0.22,8,2.954
18,0.22,8,3.403
2,0.23,8,0.021
3,0.23,8,0.051
4,0.23,8,0.097
5,0.23,8,0.158
6,0.23,8,0.238
7,0.23,8,0.339
8,0.23,8,0.462
9,0.23,8,0.608
10,0.23,8,0.779
11,0.23,8,0.976
12,0.23,8,1.201
13,0.23,8,1.456
14,0.23,8,1.743
15,0.23,8,2.062
16,0.23,8,2.417
17,0.23,8,2.807
18,0.23,8,3.236
2,0.24,8,0.019
3,0.24,8,0.048
4,0.24,8,0.092
5,0.24,8,0.149
6,0.24,8,0.225
7,0.24,8,0.321
8,0.24,8,0.438
9,0.24,8,0.577
10,0.24,8,0.739
11,0.24,8,0.927
12,0.24,8,1.142
13,0.24,8,1.386
14,0.24,8,1.66
15,0.24,8,1.965
16,0.24,8,2.304
17,0.24,8,2.678
18,0.24,8,3.089
2,0.25,8,0.018
3,0.25,8,0.046
4,0.25,8,0.087
5,0.25,8,0.141
6,0.25,8,0.214
7,0.25,8,0.305
8,0.25,8,0.417
9,0.25,8,0.549
10,0.25,8,0.704
11,0.25,8,0.884
12,0.25,8,1.09
13,0.25,8,1.323
14,0.25,8,1.586
15,0.25,8,1.879
16,0.25,8,2.205
17,0.25,8,2.564
18,0.25,8,2.959
2,0.26,8,0.018
3,0.26,8,0.044
4,0.26,8,0.082
5,0.26,8,0.134
6,0.26,8,0.204
7,0.26,8,0.291
8,0.26,8,0.398
9,0.26,8,0.525
10,0.26,8,0.674
11,0.26,8,0.846
12,0.26,8,1.044
13,0.26,8,1.268
14,0.26,8,1.521
15,0.26,8,1.803
16,0.26,8,2.117
17,0.26,8,2.463
18,0.26,8,2.844
2,0.27,8,0.017
3,0.27,8,0.042
4,0.27,8,0.078
5,0.27,8,0.128
6,0.27,8,0.195
7,0.27,8,0.279
8,0.27,8,0.381
9,0.27,8,0.503
10,0.27,8,0.646
11,0.27,8,0.812
12,0.27,8,1.003
13,0.27,8,1.219
14,0.27,8,1.463
15,0.27,8,1.735
16,0.27,8,2.038
17,0.27,8,2.374
18,0.27,8,2.742
2,0.28,8,0.016
3,0.28,8,0.04
4,0.28,8,0.075
5,0.28,8,0.123
6,0.28,8,0.187
7,0.28,8,0.268
8,0.28,8,0.366
9,0.28,8,0.484
10,0.28,8,0.622
11,0.28,8,0.782
12,0.28,8,0.966
13,0.28,8,1.175
14,0.28,8,1.411
15,0.28,8,1.675
16,0.28,8,1.969
17,0.28,8,2.293
18,0.28,8,2.651
2,0.29,8,0.015
3,0.29,8,0.038
4,0.29,8,0.072
5,0.29,8,0.119
6,0.29,8,0.18
7,0.29,8,0.258
8,0.29,8,0.353
9,0.29,8,0.466
10,0.29,8,0.6
11,0.29,8,0.755
12,0.29,8,0.933
13,0.29,8,1.136
14,0.29,8,1.365
15,0.29,8,1.621
16,0.29,8,1.906
17,0.29,8,2.222
18,0.29,8,2.57
2,0.3,8,0.015
3,0.3,8,0.037
4,0.3,8,0.069
5,0.3,8,0.114
6,0.3,8,0.174
7,0.3,8,0.249
8,0.3,8,0.341
9,0.3,8,0.451
10,0.3,8,0.58
11,0.3,8,0.731
12,0.3,8,0.904
13,0.3,8,1.101
14,0.3,8,1.323
15,0.3,8,1.573
16,0.3,8,1.85
17,0.3,8,2.158
18,0.3,8,2.497
2,0.31,8,0.014
3,0.31,8,0.035
4,0.31,8,0.066
5,0.31,8,0.11
6,0.31,8,0.168
7,0.31,8,0.241
8,0.31,8,0.33
9,0.31,8,0.437
10,0.31,8,0.563
11,0.31,8,0.709
12,0.31,8,0.877
13,0.31,8,1.069
14,0.31,8,1.286
15,0.31,8,1.529
16,0.31,8,1.8
17,0.31,8,2.1
18,0.31,8,2.432
2,0.32,8,0.014
3,0.32,8,0.034
4,0.32,8,0.064
5,0.32,8,0.107
6,0.32,8,0.163
7,0.32,8,0.234
8,0.32,8,0.32
9,0.32,8,0.424
10,0.32,8,0.547
11,0.32,8,0.69
12,0.32,8,0.854
13,0.32,8,1.041
14,0.32,8,1.252
15,0.32,8,1.49
16,0.32,8,1.755
17,0.32,8,2.049
18,0.32,8,2.373
2,0.33,8,0.013
3,0.33,8,0.033
4,0.33,8,0.062
5,0.33,8,0.104
6,0.33,8,0.159
7,0.33,8,0.227
8,0.33,8,0.312
9,0.33,8,0.413
10,0.33,8,0.533
11,0.33,8,0.672
12,0.33,8,0.832
13,0.33,8,1.015
14,0.33,8,1.222
15,0.33,8,1.455
16,0.33,8,1.715
17,0.33,8,2.003
18,0.33,8,2.321
2,0.34,8,0.013
3,0.34,8,0.032
4,0.34,8,0.061
5,0.34,8,0.101
6,0.34,8,0.154
7,0.34,8,0.222
8,0.34,8,0.304
9,0.34,8,0.403
10,0.34,8,0.52
11,0.34,8,0.656
12,0.34,8,0.813
13,0.34,8,0.992
14,0.34,8,1.195
15,0.34,8,1.423
16,0.34,8,1.678
17,0.34,8,1.961
18,0.34,8,2.273
2,0.35,8,0.013
3,0.35,8,0.031
4,0.35,8,0.059
5,0.35,8,0.099
6,0.35,8,0.151
7,0.35,8,0.216
8,0.35,8,0.297
9,0.35,8,0.394
10,0.35,8,0.508
11,0.35,8,0.642
12,0.35,8,0.796
13,0.35,8,0.971
14,0.35,8,1.171
15,0.35,8,1.395
16,0.35,8,1.645
17,0.35,8,1.923
18,0.35,8,2.231
2,0.36,8,0.012
3,0.36,8,0.03
4,0.36,8,0.058
5,0.36,8,0.096
6,0.36,8,0.147
7,0.36,8,0.211
8,0.36,8,0.29
9,0.36,8,0.385
10,0.36,8,0.497
11,0.36,8,0.629
12,0.36,8,0.78
13,0.36,8,0.953
14,0.36,8,1.149
15,0.36,8,1.369
16,0.36,8,1.616
17,0.36,8,1.89
18,0.36,8,2.192
2,0.37,8,0.012
3,0.37,8,0.03
4,0.37,8,0.056
5,0.37,8,0.094
6,0.37,8,0.144
7,0.37,8,0.207
8,0.37,8,0.284
9,0.37,8,0.378
10,0.37,8,0.488
11,0.37,8,0.617
12,0.37,8,0.766
13,0.37,8,0.936
14,0.37,8,1.129
15,0.37,8,1.346
16,0.37,8,1.589
17,0.37,8,1.859
18,0.37,8,2.158
2,0.38,8,0.012
3,0.38,8,0.029
4,0.38,8,0.055
5,0.38,8,0.092
6,0.38,8,0.141
7,0.38,8,0.203
8,0.38,8,0.279
9,0.38,8,0.371
10,0.38,8,0.479
11,0.38,8,0.606
12,0.38,8,0.753
13,0.38,8,0.921
14,0.38,8,1.111
15,0.38,8,1.325
16,0.38,8,1.565
17,0.38,8,1.832
18,0.38,8,2.127
2,0.39,8,0.012
3,0.39,8,0.028
4,0.39,8,0.054
5,0.39,8,0.091
6,0.39,8,0.139
7,0.39,8,0.2
8,0.39,8,0.274
9,0.39,8,0.365
10,0.39,8,0.472
11,0.39,8,0.597
12,0.39,8,0.741
13,0.39,8,0.907
14,0.39,8,1.095
15,0.39,8,1.307
16,0.39,8,1.544
17,0.39,8,1.808
18,0.39,8,2.1
2,0.4,8,0.011
3,0.4,8,0.028
4,0.4,8,0.053
5,0.4,8,0.089
6,0.4,8,0.137
7,0.4,8,0.196
8,0.4,8,0.27
9,0.4,8,0.359
10,0.4,8,0.465
11,0.4,8,0.588
12,0.4,8,0.731
13,0.4,8,0.894
14,0.4,8,1.08
15,0.4,8,1.29
16,0.4,8,1.524
17,0.4,8,1.786
18,0.4,8,2.075
2,0.1,8.5,0.069
3,0.1,8.5,0.184
4,0.1,8.5,0.355
5,0.1,8.5,0.587
6,0.1,8.5,0.883
7,0.1,8.5,1.245
8,0.1,8.5,1.674
9,0.1,8.5,2.172
10,0.1,8.5,2.738
11,0.1,8.5,3.372
12,0.1,8.5,4.074
13,0.1,8.5,4.845
14,0.1,8.5,5.696
15,0.1,8.5,6.67
16,0.1,8.5,7.735
17,0.1,8.5,8.893
18,0.1,8.5,10.149
2,0.11,8.5,0.061
3,0.11,8.5,0.158
4,0.11,8.5,0.303
5,0.11,8.5,0.5
6,0.11,8.5,0.752
7,0.11,8.5,1.059
8,0.11,8.5,1.423
9,0.11,8.5,1.844
10,0.11,8.5,2.322
11,0.11,8.5,2.857
12,0.11,8.5,3.449
13,0.11,8.5,4.119
14,0.11,8.5,4.881
15,0.11,8.5,5.72
16,0.11,8.5,6.638
17,0.11,8.5,7.638
18,0.11,8.5,8.724
2,0.12,8.5,0.053
3,0.12,8.5,0.137
4,0.12,8.5,0.263
5,0.12,8.5,0.433
6,0.12,8.5,0.65
7,0.12,8.5,0.915
8,0.12,8.5,1.228
9,0.12,8.5,1.59
10,0.12,8.5,1.999
11,0.12,8.5,2.458
12,0.12,8.5,2.983
13,0.12,8.5,3.584
14,0.12,8.5,4.25
15,0.12,8.5,4.984
16,0.12,8.5,5.789
17,0.12,8.5,6.666
18,0.12,8.5,7.619
2,0.13,8.5,0.047
3,0.13,8.5,0.12
4,0.13,8.5,0.23
5,0.13,8.5,0.379
6,0.13,8.5,0.569
7,0.13,8.5,0.8
8,0.13,8.5,1.073
9,0.13,8.5,1.388
10,0.13,8.5,1.744
11,0.13,8.5,2.154
12,0.13,8.5,2.629
13,0.13,8.5,3.16
14,0.13,8.5,3.751
15,0.13,8.5,4.402
16,0.13,8.5,5.116
17,0.13,8.5,5.897
18,0.13,8.5,6.745
2,0.14,8.5,0.042
3,0.14,8.5,0.107
4,0.14,8.5,0.204
5,0.14,8.5,0.336
6,0.14,8.5,0.504
7,0.14,8.5,0.708
8,0.14,8.5,0.948
9,0.14,8.5,1.225
10,0.14,8.5,1.542
11,0.14,8.5,1.918
12,0.14,8.5,2.343
13,0.14,8.5,2.819
14,0.14,8.5,3.349
15,0.14,8.5,3.933
16,0.14,8.5,4.575
17,0.14,8.5,5.277
18,0.14,8.5,6.04
2,0.15,8.5,0.038
3,0.15,8.5,0.096
4,0.15,8.5,0.183
5,0.15,8.5,0.301
6,0.15,8.5,0.45
7,0.15,8.5,0.632
8,0.15,8.5,0.846
9,0.15,8.5,1.091
10,0.15,8.5,1.387
11,0.15,8.5,1.726
12,0.15,8.5,2.11
13,0.15,8.5,2.541
14,0.15,8.5,3.02
15,0.15,8.5,3.55
16,0.15,8.5,4.132
17,0.15,8.5,4.77
18,0.15,8.5,5.464
2,0.16,8.5,0.035
3,0.16,8.5,0.087
4,0.16,8.5,0.165
5,0.16,8.5,0.271
6,0.16,8.5,0.406
7,0.16,8.5,0.569
8,0.16,8.5,0.76
9,0.16,8.5,0.988
10,0.16,8.5,1.258
11,0.16,8.5,1.567
12,0.16,8.5,1.917
13,0.16,8.5,2.31
14,0.16,8.5,2.748
15,0.16,8.5,3.232
16,0.16,8.5,3.766
17,0.16,8.5,4.35
18,0.16,8.5,4.987
2,0.17,8.5,0.032
3,0.17,8.5,0.079
4,0.17,8.5,0.15
5,0.17,8.5,0.247
6,0.17,8.5,0.368
7,0.17,8.5,0.516
8,0.17,8.5,0.689
9,0.17,8.5,0.903
10,0.17,8.5,1.15
11,0.17,8.5,1.434
12,0.17,8.5,1.755
13,0.17,8.5,2.117
14,0.17,8.5,2.52
15,0.17,8.5,2.966
16,0.17,8.5,3.458
17,0.17,8.5,3.998
18,0.17,8.5,4.586
2,0.18,8.5,0.029
3,0.18,8.5,0.072
4,0.18,8.5,0.137
5,0.18,8.5,0.226
6,0.18,8.5,0.337
7,0.18,8.5,0.471
8,0.18,8.5,0.634
9,0.18,8.5,0.83
10,0.18,8.5,1.059
11,0.18,8.5,1.321
12,0.18,8.5,1.618
13,0.18,8.5,1.953
14,0.18,8.5,2.327
15,0.18,8.5,2.741
16,0.18,8.5,3.198
17,0.18,8.5,3.7
18,0.18,8.5,4.248
2,0.19,8.5,0.027
3,0.19,8.5,0.067
4,0.19,8.5,0.127
5,0.19,8.5,0.208
6,0.19,8.5,0.31
7,0.19,8.5,0.433
8,0.19,8.5,0.586
9,0.19,8.5,0.769
10,0.19,8.5,0.981
11,0.19,8.5,1.225
12,0.19,8.5,1.502
13,0.19,8.5,1.814
14,0.19,8.5,2.162
15,0.19,8.5,2.549
16,0.19,8.5,2.977
17,0.19,8.5,3.446
18,0.19,8.5,3.958
2,0.2,8.5,0.025
3,0.2,8.5,0.062
4,0.2,8.5,0.117
5,0.2,8.5,0.192
6,0.2,8.5,0.286
7,0.2,8.5,0.402
8,0.2,8.5,0.546
9,0.2,8.5,0.716
10,0.2,8.5,0.914
11,0.2,8.5,1.142
12,0.2,8.5,1.402
13,0.2,8.5,1.694
14,0.2,8.5,2.021
15,0.2,8.5,2.384
16,0.2,8.5,2.786
17,0.2,8.5,3.227
18,0.2,8.5,3.71
2,0.21,8.5,0.023
3,0.21,8.5,0.058
4,0.21,8.5,0.109
5,0.21,8.5,0.179
6,0.21,8.5,0.266
7,0.21,8.5,0.376
8,0.21,8.5,0.51
9,0.21,8.5,0.67
10,0.21,8.5,0.856
11,0.21,8.5,1.071
12,0.21,8.5,1.315
13,0.21,8.5,1.59
14,0.21,8.5,1.898
15,0.21,8.5,2.241
16,0.21,8.5,2.621
17,0.21,8.5,3.038
18,0.21,8.5,3.494
2,0.22,8.5,0.022
3,0.22,8.5,0.054
4,0.22,8.5,0.102
5,0.22,8.5,0.167
6,0.22,8.5,0.248
7,0.22,8.5,0.353
8,0.22,8.5,0.48
9,0.22,8.5,0.63
10,0.22,8.5,0.806
11,0.22,8.5,1.008
12,0.22,8.5,1.239
13,0.22,8.5,1.5
14,0.22,8.5,1.792
15,0.22,8.5,2.117
16,0.22,8.5,2.477
17,0.22,8.5,2.873
18,0.22,8.5,3.306
2,0.23,8.5,0.02
3,0.23,8.5,0.051
4,0.23,8.5,0.096
5,0.23,8.5,0.157
6,0.23,8.5,0.234
7,0.23,8.5,0.333
8,0.23,8.5,0.453
9,0.23,8.5,0.595
10,0.23,8.5,0.762
11,0.23,8.5,0.954
12,0.23,8.5,1.173
13,0.23,8.5,1.421
14,0.23,8.5,1.699
15,0.23,8.5,2.008
16,0.23,8.5,2.351
17,0.23,8.5,2.728
18,0.23,8.5,3.142
2,0.24,8.5,0.019
3,0.24,8.5,0.048
4,0.24,8.5,0.09
5,0.24,8.5,0.148
6,0.24,8.5,0.221
7,0.24,8.5,0.315
8,0.24,8.5,0.429
9,0.24,8.5,0.565
10,0.24,8.5,0.723
11,0.24,8.5,0.906
12,0.24,8.5,1.115
13,0.24,8.5,1.351
14,0.24,8.5,1.616
15,0.24,8.5,1.912
16,0.24,8.5,2.24
17,0.24,8.5,2.601
18,0.24,8.5,2.998
2,0.25,8.5,0.018
3,0.25,8.5,0.045
4,0.25,8.5,0.086
5,0.25,8.5,0.14
6,0.25,8.5,0.21
7,0.25,8.5,0.3
8,0.25,8.5,0.408
9,0.25,8.5,0.538
10,0.25,8.5,0.689
11,0.25,8.5,0.864
12,0.25,8.5,1.064
13,0.25,8.5,1.29
14,0.25,8.5,1.544
15,0.25,8.5,1.828
16,0.25,8.5,2.142
17,0.25,8.5,2.489
18,0.25,8.5,2.87
2,0.26,8.5,0.017
3,0.26,8.5,0.043
4,0.26,8.5,0.081
5,0.26,8.5,0.132
6,0.26,8.5,0.2
7,0.26,8.5,0.286
8,0.26,8.5,0.39
9,0.26,8.5,0.513
10,0.26,8.5,0.658
11,0.26,8.5,0.826
12,0.26,8.5,1.018
13,0.26,8.5,1.235
14,0.26,8.5,1.48
15,0.26,8.5,1.753
16,0.26,8.5,2.055
17,0.26,8.5,2.39
18,0.26,8.5,2.757
2,0.27,8.5,0.016
3,0.27,8.5,0.041
4,0.27,8.5,0.077
5,0.27,8.5,0.126
6,0.27,8.5,0.192
7,0.27,8.5,0.274
8,0.27,8.5,0.373
9,0.27,8.5,0.492
10,0.27,8.5,0.631
11,0.27,8.5,0.793
12,0.27,8.5,0.977
13,0.27,8.5,1.187
14,0.27,8.5,1.422
15,0.27,8.5,1.686
16,0.27,8.5,1.978
17,0.27,8.5,2.301
18,0.27,8.5,2.656
2,0.28,8.5,0.016
3,0.28,8.5,0.039
4,0.28,8.5,0.074
5,0.28,8.5,0.121
6,0.28,8.5,0.184
7,0.28,8.5,0.263
8,0.28,8.5,0.359
9,0.28,8.5,0.473
10,0.28,8.5,0.607
11,0.28,8.5,0.763
12,0.28,8.5,0.941
13,0.28,8.5,1.144
14,0.28,8.5,1.371
15,0.28,8.5,1.626
16,0.28,8.5,1.909
17,0.28,8.5,2.222
18,0.28,8.5,2.567
2,0.29,8.5,0.015
3,0.29,8.5,0.038
4,0.29,8.5,0.071
5,0.29,8.5,0.116
6,0.29,8.5,0.177
7,0.29,8.5,0.253
8,0.29,8.5,0.345
9,0.29,8.5,0.456
10,0.29,8.5,0.586
11,0.29,8.5,0.736
12,0.29,8.5,0.909
13,0.29,8.5,1.105
14,0.29,8.5,1.326
15,0.29,8.5,1.573
16,0.29,8.5,1.848
17,0.29,8.5,2.152
18,0.29,8.5,2.486
2,0.3,8.5,0.015
3,0.3,8.5,0.036
4,0.3,8.5,0.068
5,0.3,8.5,0.112
6,0.3,8.5,0.171
7,0.3,8.5,0.244
8,0.3,8.5,0.334
9,0.3,8.5,0.441
10,0.3,8.5,0.566
11,0.3,8.5,0.712
12,0.3,8.5,0.88
13,0.3,8.5,1.07
14,0.3,8.5,1.285
15,0.3,8.5,1.525
16,0.3,8.5,1.793
17,0.3,8.5,2.089
18,0.3,8.5,2.415
2,0.31,8.5,0.014
3,0.31,8.5,0.035
4,0.31,8.5,0.066
5,0.31,8.5,0.109
6,0.31,8.5,0.165
7,0.31,8.5,0.236
8,0.31,8.5,0.323
9,0.31,8.5,0.427
10,0.31,8.5,0.549
11,0.31,8.5,0.691
12,0.31,8.5,0.854
13,0.31,8.5,1.039
14,0.31,8.5,1.248
15,0.31,8.5,1.482
16,0.31,8.5,1.743
17,0.31,8.5,2.032
18,0.31,8.5,2.35
2,0.32,8.5,0.014
3,0.32,8.5,0.034
4,0.32,8.5,0.063
5,0.32,8.5,0.105
6,0.32,8.5,0.16
7,0.32,8.5,0.229
8,0.32,8.5,0.313
9,0.32,8.5,0.414
10,0.32,8.5,0.533
11,0.32,8.5,0.672
12,0.32,8.5,0.83
13,0.32,8.5,1.011
14,0.32,8.5,1.215
15,0.32,8.5,1.444
16,0.32,8.5,1.699
17,0.32,8.5,1.981
18,0.32,8.5,2.293
2,0.33,8.5,0.013
3,0.33,8.5,0.033
4,0.33,8.5,0.061
5,0.33,8.5,0.102
6,0.33,8.5,0.155
7,0.33,8.5,0.223
8,0.33,8.5,0.305
9,0.33,8.5,0.403
10,0.33,8.5,0.519
11,0.33,8.5,0.654
12,0.33,8.5,0.809
13,0.33,8.5,0.986
14,0.33,8.5,1.185
15,0.33,8.5,1.409
16,0.33,8.5,1.659
17,0.33,8.5,1.936
18,0.33,8.5,2.241
2,0.34,8.5,0.013
3,0.34,8.5,0.032
4,0.34,8.5,0.06
5,0.34,8.5,0.099
6,0.34,8.5,0.151
7,0.34,8.5,0.217
8,0.34,8.5,0.297
9,0.34,8.5,0.393
10,0.34,8.5,0.506
11,0.34,8.5,0.638
12,0.34,8.5,0.79
13,0.34,8.5,0.963
14,0.34,8.5,1.159
15,0.34,8.5,1.378
16,0.34,8.5,1.623
17,0.34,8.5,1.894
18,0.34,8.5,2.194
2,0.35,8.5,0.012
3,0.35,8.5,0.031
4,0.35,8.5,0.058
5,0.35,8.5,0.097
6,0.35,8.5,0.148
7,0.35,8.5,0.212
8,0.35,8.5,0.29
9,0.35,8.5,0.384
10,0.35,8.5,0.495
11,0.35,8.5,0.624
12,0.35,8.5,0.773
13,0.35,8.5,0.943
14,0.35,8.5,1.134
15,0.35,8.5,1.35
16,0.35,8.5,1.59
17,0.35,8.5,1.857
18,0.35,8.5,2.152
2,0.36,8.5,0.012
3,0.36,8.5,0.03
4,0.36,8.5,0.057
5,0.36,8.5,0.095
6,0.36,8.5,0.144
7,0.36,8.5,0.207
8,0.36,8.5,0.284
9,0.36,8.5,0.376
10,0.36,8.5,0.485
11,0.36,8.5,0.611
12,0.36,8.5,0.757
13,0.36,8.5,0.924
14,0.36,8.5,1.113
15,0.36,8.5,1.325
16,0.36,8.5,1.561
17,0.36,8.5,1.824
18,0.36,8.5,2.114
2,0.37,8.5,0.012
3,0.37,8.5,0.029
4,0.37,8.5,0.055
5,0.37,8.5,0.093
6,0.37,8.5,0.141
7,0.37,8.5,0.203
8,0.37,8.5,0.278
9,0.37,8.5,0.368
10,0.37,8.5,0.475
11,0.37,8.5,0.6
12,0.37,8.5,0.743
13,0.37,8.5,0.907
14,0.37,8.5,1.093
15,0.37,8.5,1.302
16,0.37,8.5,1.535
17,0.37,8.5,1.794
18,0.37,8.5,2.08
2,0.38,8.5,0.012
3,0.38,8.5,0.029
4,0.38,8.5,0.054
5,0.38,8.5,0.091
6,0.38,8.5,0.139
7,0.38,8.5,0.199
8,0.38,8.5,0.273
9,0.38,8.5,0.362
10,0.38,8.5,0.467
11,0.38,8.5,0.589
12,0.38,8.5,0.731
13,0.38,8.5,0.892
14,0.38,8.5,1.075
15,0.38,8.5,1.281
16,0.38,8.5,1.511
17,0.38,8.5,1.767
18,0.38,8.5,2.05
2,0.39,8.5,0.011
3,0.39,8.5,0.028
4,0.39,8.5,0.053
5,0.39,8.5,0.089
6,0.39,8.5,0.136
7,0.39,8.5,0.195
8,0.39,8.5,0.268
9,0.39,8.5,0.356
10,0.39,8.5,0.459
11,0.39,8.5,0.58
12,0.39,8.5,0.719
13,0.39,8.5,0.879
14,0.39,8.5,1.059
15,0.39,8.5,1.263
16,0.39,8.5,1.49
17,0.39,8.5,1.743
18,0.39,8.5,2.022
2,0.4,8.5,0.011
3,0.4,8.5,0.027
4,0.4,8.5,0.052
5,0.4,8.5,0.088
6,0.4,8.5,0.134
7,0.4,8.5,0.192
8,0.4,8.5,0.264
9,0.4,8.5,0.35
10,0.4,8.5,0.452
11,0.4,8.5,0.571
12,0.4,8.5,0.709
13,0.4,8.5,0.866
14,0.4,8.5,1.045
15,0.4,8.5,1.246
16,0.4,8.5,1.471
17,0.4,8.5,1.721
18,0.4,8.5,1.998
2,0.1,9,0.067
3,0.1,9,0.181
4,0.1,9,0.35
5,0.1,9,0.579
6,0.1,9,0.871
7,0.1,9,1.229
8,0.1,9,1.653
9,0.1,9,2.146
10,0.1,9,2.707
11,0.1,9,3.336
12,0.1,9,4.034
13,0.1,9,4.8
14,0.1,9,5.634
15,0.1,9,6.561
16,0.1,9,7.605
17,0.1,9,8.741
18,0.1,9,9.97
2,0.11,9,0.059
3,0.11,9,0.155
4,0.11,9,0.299
5,0.11,9,0.493
6,0.11,9,0.742
7,0.11,9,1.046
8,0.11,9,1.406
9,0.11,9,1.824
10,0.11,9,2.298
11,0.11,9,2.829
12,0.11,9,3.417
13,0.11,9,4.062
14,0.11,9,4.801
15,0.11,9,5.623
16,0.11,9,6.523
17,0.11,9,7.502
18,0.11,9,8.563
2,0.12,9,0.052
3,0.12,9,0.135
4,0.12,9,0.259
5,0.12,9,0.427
6,0.12,9,0.642
7,0.12,9,0.904
8,0.12,9,1.214
9,0.12,9,1.573
10,0.12,9,1.98
11,0.12,9,2.435
12,0.12,9,2.939
13,0.12,9,3.524
14,0.12,9,4.177
15,0.12,9,4.896
16,0.12,9,5.684
17,0.12,9,6.542
18,0.12,9,7.473
2,0.13,9,0.046
3,0.13,9,0.119
4,0.13,9,0.227
5,0.13,9,0.374
6,0.13,9,0.562
7,0.13,9,0.791
8,0.13,9,1.061
9,0.13,9,1.374
10,0.13,9,1.727
11,0.13,9,2.123
12,0.13,9,2.585
13,0.13,9,3.106
14,0.13,9,3.684
15,0.13,9,4.322
16,0.13,9,5.02
17,0.13,9,5.783
18,0.13,9,6.611
2,0.14,9,0.041
3,0.14,9,0.105
4,0.14,9,0.201
5,0.14,9,0.332
6,0.14,9,0.498
7,0.14,9,0.7
8,0.14,9,0.938
9,0.14,9,1.213
10,0.14,9,1.524
11,0.14,9,1.887
12,0.14,9,2.303
13,0.14,9,2.77
14,0.14,9,3.287
15,0.14,9,3.859
16,0.14,9,4.486
17,0.14,9,5.171
18,0.14,9,5.916
2,0.15,9,0.037
3,0.15,9,0.094
4,0.15,9,0.18
5,0.15,9,0.297
6,0.15,9,0.445
7,0.15,9,0.625
8,0.15,9,0.837
9,0.15,9,1.081
10,0.15,9,1.364
11,0.15,9,1.697
12,0.15,9,2.073
13,0.15,9,2.494
14,0.15,9,2.963
15,0.15,9,3.481
16,0.15,9,4.049
17,0.15,9,4.671
18,0.15,9,5.347
2,0.16,9,0.034
3,0.16,9,0.085
4,0.16,9,0.163
5,0.16,9,0.268
6,0.16,9,0.401
7,0.16,9,0.563
